order_id,order_placement_date,customer_id,product_id,order_qty,read_timestamp,file_name,file_size
FJUL33320501,2025/07/01,789320,25891203,150,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33320501,2025/07/01,789320,25891301,46,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33320501,01-07-2025,789320,25891403,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33320501,"Tuesday, July 01, 2025",789320,25891201,354,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33320501,"Tuesday, July 01, 2025",789320,25891501,249,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33320501,01-07-2025,789320,25891301,46,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33401603,"Tuesday, July 01, 2025",789401,25891302,40,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33401603,"Tuesday, July 01, 2025",789401,25891502,133,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33401603,"Tuesday, July 01, 2025",789401,25891503,145,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33401603,"Tuesday, July 01, 2025",789401,25891203,429,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33401603,01-07-2025,789401,25891201,461,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33401603,"Tuesday, July 01, 2025",789401,25891603,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32101601,01/07/2025,789101,25891503,183,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32101601,"Tuesday, July 01, 2025",789101,25891601,124,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32101601,"Tuesday, July 01, 2025",789101,25891501,241,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32101601,01-07-2025,789101,25891101,474,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32101601,2025/07/01,789101,25891303,58,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202603,"Tuesday, July 01, 2025",789202,25891403,440,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202603,"Tuesday, July 01, 2025",789202,25891103,370,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202603,"Tuesday, July 01, 2025",789202,25891601,119,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202603,2025/07/01,789202,25891603,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202603,"Tuesday, July 01, 2025",789202,25891202,274,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221603,"Tuesday, July 01, 2025",789221,25891503,158,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221603,"Tuesday, July 01, 2025",789221,25891103,430,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221603,"Tuesday, July 01, 2025",789221,25891501,140,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221603,"Tuesday, July 01, 2025",789221,25891603,80,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221603,01/07/2025,789221,25891603,80,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903403,"Tuesday, July 01, 2025",789903,25891302,40,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903403,01-07-2025,789903,99999999,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903403,"Tuesday, July 01, 2025",789903,25891101,326,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903403,"Tuesday, July 01, 2025",789903,25891303,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903403,"Tuesday, July 01, 2025",789903,25891302,40,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33203603,"Tuesday, July 01, 2025",789203,88888888,104,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33203603,"Tuesday, July 01, 2025",789203,25891602,184,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33203603,"Tuesday, July 01, 2025",789203,25891101,294,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33203603,"Tuesday, July 01, 2025",789203,25891603,122,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33203603,"Tuesday, July 01, 2025",789203,25891602,184,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33220603,"Tuesday, July 01, 2025",789220,25891301,75,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33220603,01-07-2025,789220,25891502,211,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33220603,"Tuesday, July 01, 2025",789220,25891503,239,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33220603,"Tuesday, July 01, 2025",789220,25891602,65,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33220603,"Tuesday, July 01, 2025",789220,25891603,46,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33321602,2025/07/01,789321,25891103,419,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33321602,"Tuesday, July 01, 2025",789321,25891402,283,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33321602,"Tuesday, July 01, 2025",789321,25891602,74,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33321602,"Tuesday, July 01, 2025",789321,25891101,345,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33321602,"Tuesday, July 01, 2025",789321,25891103,419,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33503502,"Tuesday, July 01, 2025",789503,25891502,238,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33503502,"Tuesday, July 01, 2025",789503,25891103,309,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33503502,"Tuesday, July 01, 2025",789503,25891402,450,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33503502,"Tuesday, July 01, 2025",789503,25891101,362,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33503502,"Tuesday, July 01, 2025",789503,25891202,214,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34303602,"Tuesday, July 01, 2025",789303,25891301,40,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34303602,"Tuesday, July 01, 2025",789303,25891102,317,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34303602,"Tuesday, July 01, 2025",789303,25891403,406,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34303602,"Tuesday, July 01, 2025",INVALID,25891602,98,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34303602,"Tuesday, July 01, 2025",789303,25891202,144,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34622602,2025/07/01,789622,25891503,241,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34622602,"Tuesday, July 01, 2025",789622,25891601,91,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34622602,"Tuesday, July 01, 2025",789622,25891402,439,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34622602,"Tuesday, July 01, 2025",789622,25891602,54,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34622602,"Tuesday, July 01, 2025",789622,25891303,84,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32501601,"Tuesday, July 01, 2025",789501,25891203,478,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32501601,"Tuesday, July 01, 2025",789501,25891103,318,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32501601,"Tuesday, July 01, 2025",789501,25891601,139,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32501601,"Tuesday, July 01, 2025",789501,25891303,41,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32622502,2025/07/01,789622,77777777,138,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32622502,"Tuesday, July 01, 2025",789622,25891201,247,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32622502,"Tuesday, July 01, 2025",789622,25891303,51,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32622502,"Tuesday, July 01, 2025",789622,77777777,138,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32721603,"Tuesday, July 01, 2025",789721,25891603,126,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32721603,"Tuesday, July 01, 2025",INVALID,25891202,169,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32721603,"Tuesday, July 01, 2025",789721,25891303,69,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32721603,"Tuesday, July 01, 2025",789721,25891603,126,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33202502,"Tuesday, July 01, 2025",789202,25891502,134,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33202502,"Tuesday, July 01, 2025",789202,25891101,391,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33202502,"Tuesday, July 01, 2025",INVALID,25891401,215,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33202502,"Tuesday, July 01, 2025",789202,25891202,130,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33402303,"Tuesday, July 01, 2025",789402,25891301,94,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33402303,"Tuesday, July 01, 2025",789402,25891202,167,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33402303,"Tuesday, July 01, 2025",789402,25891303,63,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33402303,01-07-2025,789402,25891202,167,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33501401,"Tuesday, July 01, 2025",789501,25891103,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33501401,01-07-2025,INVALID,25891101,484,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33501401,"Tuesday, July 01, 2025",789501,25891401,259,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33501401,"Tuesday, July 01, 2025",789501,25891303,57,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33721603,"Tuesday, July 01, 2025",789721,25891203,345,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33721603,"Tuesday, July 01, 2025",789721,25891301,59,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33721603,"Tuesday, July 01, 2025",INVALID,25891602,148,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33721603,01/07/2025,789721,25891603,195,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34220601,01-07-2025,789220,25891203,235,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34220601,"Tuesday, July 01, 2025",789220,25891102,473,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34220601,01-07-2025,789220,25891601,78,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34220601,"Tuesday, July 01, 2025",789220,25891201,378,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520301,"Tuesday, July 01, 2025",789520,25891203,155,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520301,"Tuesday, July 01, 2025",789520,25891301,34,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520301,"Tuesday, July 01, 2025",789520,25891101,385,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520301,"Tuesday, July 01, 2025",789520,25891101,385,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34903603,"Tuesday, July 01, 2025",789903,25891203,329,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34903603,"Tuesday, July 01, 2025",789903,25891501,136,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34903603,"Tuesday, July 01, 2025",789903,25891603,133,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34903603,"Tuesday, July 01, 2025",789903,25891603,133,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32103503,"Tuesday, July 01, 2025",789103,77777777,246,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32103503,"Tuesday, July 01, 2025",789103,25891503,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32103503,"Tuesday, July 01, 2025",789103,77777777,101,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32203402,"Tuesday, July 01, 2025",789203,25891402,488,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32203402,"Tuesday, July 01, 2025",789203,25891303,64,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32203402,"Tuesday, July 01, 2025",789203,25891402,488,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32220503,01/07/2025,789220,25891403,372,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32220503,"Tuesday, July 01, 2025",ABC987,25891503,103,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32220503,"Tuesday, July 01, 2025",ABC987,25891503,103,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32403401,01/07/2025,789403,25891203,348,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32403401,"Tuesday, July 01, 2025",789403,25891401,473,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32403401,"Tuesday, July 01, 2025",789403,25891202,472,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32420602,"Tuesday, July 01, 2025",789420,25891302,49,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32420602,01-07-2025,789420,25891502,157,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32420602,01-07-2025,789420,25891602,76,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32702601,2025/07/01,789702,25891102,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32702601,"Tuesday, July 01, 2025",789702,25891601,74,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32702601,"Tuesday, July 01, 2025",789702,25891303,29,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33103602,"Tuesday, July 01, 2025",789103,25891601,150,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33103602,"Tuesday, July 01, 2025",789103,25891602,163,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33103602,"Tuesday, July 01, 2025",789103,77777777,32,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33201602,01/07/2025,789201,25891601,171,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33201602,"Tuesday, July 01, 2025",789201,25891602,52,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33201602,"Tuesday, July 01, 2025",789201,25891401,456,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33403501,"Tuesday, July 01, 2025",789403,25891501,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33403501,"Tuesday, July 01, 2025",789403,25891101,379,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33403501,01-07-2025,789403,25891303,89,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
